algorithm,algorithm_label,pres_id,r1,r2,status,solved,nodes_explored,path_length,termination_reason,final_total_length,minimum_total_length,sub_queue_pops,single_cov_queue_pops,automorphism_queue_pops,non_auto_cov_queue_pops,sub_moves_in_path,single_auto_cov_moves_in_path,automorphism_moves_in_path,non_auto_cov_moves_in_path,path_json,moves_json,error
auto_dual,Sub + Auto Dual GS,10,YYXyx,YXXYx,ok,True,7,6,solved,2,2,7,0,0,0,6,0,0,0,"[[""YYXyx"", ""YXXYx""], [""YYYX"", ""YXXYx""], [""YYYX"", ""YYxyX""], [""YYX"", ""YYYX""], [""Y"", ""YYX""], [""Y"", ""YX""], [""Y"", ""X""]]","[{""move_type"": ""standard_substitution"", ""from_state"": [""YYXyx"", ""YXXYx""], ""to_state"": [""YYYX"", ""YXXYx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYYX"", ""YXXYx""], ""to_state"": [""YYYX"", ""YYxyX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYYX"", ""YYxyX""], ""to_state"": [""YYX"", ""YYYX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYX"", ""YYYX""], ""to_state"": [""Y"", ""YYX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""YYX""], ""to_state"": [""Y"", ""YX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""YX""], ""to_state"": [""Y"", ""X""], ""source_queue"": ""sub""}]",
auto_dual,Sub + Auto Dual GS,11,YYYYX,YYXyx,ok,True,3,3,solved,2,2,3,0,0,0,2,0,1,0,"[[""YYYYX"", ""YYXyx""], [""X"", ""YYXyx""], [""X"", ""YX""], [""Y"", ""X""]]","[{""move_type"": ""auto_cov"", ""automorphism"": ""x_right_-4"", ""letter_replacements"": {""x"": ""xYYYY"", ""X"": ""yyyyX""}, ""right_power"": -4, ""activation_only"": true, ""cyclic_canonical_representative"": true, ""from_state"": [""YYYYX"", ""YYXyx""], ""to_state"": [""X"", ""YYXyx""], ""source_queue"": ""initial_auto_cov_seed""}, {""move_type"": ""standard_substitution"", ""from_state"": [""X"", ""YYXyx""], ""to_state"": [""X"", ""YX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""X"", ""YX""], ""to_state"": [""Y"", ""X""], ""source_queue"": ""sub""}]",
auto_dual,Sub + Auto Dual GS,12,YYXYxx,YYXyx,ok,True,5,4,solved,2,2,5,0,0,0,4,0,0,0,"[[""YYXyx"", ""YYXYxx""], [""YYx"", ""YYXyx""], [""Yx"", ""YYx""], [""Y"", ""Yx""], [""Y"", ""X""]]","[{""move_type"": ""standard_substitution"", ""from_state"": [""YYXyx"", ""YYXYxx""], ""to_state"": [""YYx"", ""YYXyx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYx"", ""YYXyx""], ""to_state"": [""Yx"", ""YYx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Yx"", ""YYx""], ""to_state"": [""Y"", ""Yx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""Yx""], ""to_state"": [""Y"", ""X""], ""source_queue"": ""sub""}]",
auto_dual,Sub + Auto Dual GS,13,YYXyx,YXYxYx,ok,True,7,7,solved,2,2,7,0,0,0,6,0,1,0,"[[""YYXyx"", ""YXYxYx""], [""YYXyx"", ""YXYxx""], [""YYYx"", ""YXYxx""], [""YYYx"", ""YYxyX""], [""YYx"", ""YYYx""], [""Y"", ""YYx""], [""Y"", ""Yx""], [""Y"", ""X""]]","[{""move_type"": ""auto_cov"", ""automorphism"": ""x_right_+1"", ""letter_replacements"": {""x"": ""xy"", ""X"": ""YX""}, ""right_power"": 1, ""activation_only"": true, ""cyclic_canonical_representative"": true, ""from_state"": [""YYXyx"", ""YXYxYx""], ""to_state"": [""YYXyx"", ""YXYxx""], ""source_queue"": ""initial_auto_cov_seed""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYXyx"", ""YXYxx""], ""to_state"": [""YYYx"", ""YXYxx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYYx"", ""YXYxx""], ""to_state"": [""YYYx"", ""YYxyX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYYx"", ""YYxyX""], ""to_state"": [""YYx"", ""YYYx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYx"", ""YYYx""], ""to_state"": [""Y"", ""YYx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""YYx""], ""to_state"": [""Y"", ""Yx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""Yx""], ""to_state"": [""Y"", ""X""], ""source_queue"": ""sub""}]",
auto_dual,Sub + Auto Dual GS,14,YYXyx,YXYxyx,ok,True,7,7,solved,2,2,7,0,0,0,6,0,1,0,"[[""YYXyx"", ""YXYxyx""], [""YYXyx"", ""YXYxx""], [""YYYx"", ""YXYxx""], [""YYYx"", ""YYxyX""], [""YYx"", ""YYYx""], [""Y"", ""YYx""], [""Y"", ""Yx""], [""Y"", ""X""]]","[{""move_type"": ""auto_cov"", ""automorphism"": ""x_right_-1"", ""letter_replacements"": {""x"": ""xY"", ""X"": ""yX""}, ""right_power"": -1, ""activation_only"": true, ""cyclic_canonical_representative"": true, ""from_state"": [""YYXyx"", ""YXYxyx""], ""to_state"": [""YYXyx"", ""YXYxx""], ""source_queue"": ""initial_auto_cov_seed""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYXyx"", ""YXYxx""], ""to_state"": [""YYYx"", ""YXYxx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYYx"", ""YXYxx""], ""to_state"": [""YYYx"", ""YYxyX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYYx"", ""YYxyX""], ""to_state"": [""YYx"", ""YYYx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYx"", ""YYYx""], ""to_state"": [""Y"", ""YYx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""YYx""], ""to_state"": [""Y"", ""Yx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""Yx""], ""to_state"": [""Y"", ""X""], ""source_queue"": ""sub""}]",
auto_dual,Sub + Auto Dual GS,15,YYXyx,YXyXyx,ok,True,4,4,solved,2,2,4,0,0,0,3,0,1,0,"[[""YYXyx"", ""YXyXyx""], [""YYXyx"", ""YXXyx""], [""Yx"", ""YXXyx""], [""Y"", ""Yx""], [""Y"", ""X""]]","[{""move_type"": ""auto_cov"", ""automorphism"": ""x_right_+1"", ""letter_replacements"": {""x"": ""xy"", ""X"": ""YX""}, ""right_power"": 1, ""activation_only"": true, ""cyclic_canonical_representative"": true, ""from_state"": [""YYXyx"", ""YXyXyx""], ""to_state"": [""YYXyx"", ""YXXyx""], ""source_queue"": ""initial_auto_cov_seed""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYXyx"", ""YXXyx""], ""to_state"": [""Yx"", ""YXXyx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Yx"", ""YXXyx""], ""to_state"": [""Y"", ""Yx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""Yx""], ""to_state"": [""Y"", ""X""], ""source_queue"": ""sub""}]",
auto_dual,Sub + Auto Dual GS,16,YYXyx,YXYXyx,ok,True,4,4,solved,2,2,4,0,0,0,3,0,1,0,"[[""YYXyx"", ""YXYXyx""], [""YYXyx"", ""YXXyx""], [""Yx"", ""YXXyx""], [""Y"", ""Yx""], [""Y"", ""X""]]","[{""move_type"": ""auto_cov"", ""automorphism"": ""x_right_-1"", ""letter_replacements"": {""x"": ""xY"", ""X"": ""yX""}, ""right_power"": -1, ""activation_only"": true, ""cyclic_canonical_representative"": true, ""from_state"": [""YYXyx"", ""YXYXyx""], ""to_state"": [""YYXyx"", ""YXXyx""], ""source_queue"": ""initial_auto_cov_seed""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYXyx"", ""YXXyx""], ""to_state"": [""Yx"", ""YXXyx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Yx"", ""YXXyx""], ""to_state"": [""Y"", ""Yx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""Yx""], ""to_state"": [""Y"", ""X""], ""source_queue"": ""sub""}]",
auto_dual,Sub + Auto Dual GS,17,YYXXyx,YYXyx,ok,True,4,3,solved,2,2,4,0,0,0,3,0,0,0,"[[""YYXyx"", ""YYXXyx""], [""X"", ""YYXyx""], [""X"", ""YX""], [""Y"", ""X""]]","[{""move_type"": ""standard_substitution"", ""from_state"": [""YYXyx"", ""YYXXyx""], ""to_state"": [""X"", ""YYXyx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""X"", ""YYXyx""], ""to_state"": [""X"", ""YX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""X"", ""YX""], ""to_state"": [""Y"", ""X""], ""source_queue"": ""sub""}]",
auto_dual,Sub + Auto Dual GS,18,YYXyx,YYxxYX,ok,True,10,8,solved,2,2,10,0,0,0,7,0,1,0,"[[""YYXyx"", ""YYxxYX""], [""YYXyx"", ""YYxyxYX""], [""YYXyx"", ""YXYxYx""], [""YYYYx"", ""YYXyx""], [""YYYx"", ""YYXyx""], [""YYx"", ""YYYx""], [""Y"", ""YYx""], [""Y"", ""Yx""], [""Y"", ""X""]]","[{""move_type"": ""auto_cov"", ""automorphism"": ""x_right_+1"", ""letter_replacements"": {""x"": ""xy"", ""X"": ""YX""}, ""right_power"": 1, ""activation_only"": true, ""cyclic_canonical_representative"": true, ""from_state"": [""YYXyx"", ""YYxxYX""], ""to_state"": [""YYXyx"", ""YYxyxYX""], ""source_queue"": ""initial_auto_cov_seed""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYXyx"", ""YYxyxYX""], ""to_state"": [""YYXyx"", ""YXYxYx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYXyx"", ""YXYxYx""], ""to_state"": [""YYYYx"", ""YYXyx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYYYx"", ""YYXyx""], ""to_state"": [""YYYx"", ""YYXyx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYYx"", ""YYXyx""], ""to_state"": [""YYx"", ""YYYx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYx"", ""YYYx""], ""to_state"": [""Y"", ""YYx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""YYx""], ""to_state"": [""Y"", ""Yx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""Yx""], ""to_state"": [""Y"", ""X""], ""source_queue"": ""sub""}]",
auto_dual,Sub + Auto Dual GS,19,YYXyx,YYxxyX,ok,True,8,7,solved,2,2,8,0,0,0,7,0,0,0,"[[""YYXyx"", ""YYxxyX""], [""YYXyx"", ""YXYxx""], [""YYYx"", ""YXYxx""], [""YYYx"", ""YYxyX""], [""YYx"", ""YYYx""], [""Y"", ""YYx""], [""Y"", ""Yx""], [""Y"", ""X""]]","[{""move_type"": ""standard_substitution"", ""from_state"": [""YYXyx"", ""YYxxyX""], ""to_state"": [""YYXyx"", ""YXYxx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYXyx"", ""YXYxx""], ""to_state"": [""YYYx"", ""YXYxx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYYx"", ""YXYxx""], ""to_state"": [""YYYx"", ""YYxyX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYYx"", ""YYxyX""], ""to_state"": [""YYx"", ""YYYx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYx"", ""YYYx""], ""to_state"": [""Y"", ""YYx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""YYx""], ""to_state"": [""Y"", ""Yx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""Yx""], ""to_state"": [""Y"", ""X""], ""source_queue"": ""sub""}]",
auto_dual,Sub + Auto Dual GS,20,YYYYYx,YYXyx,ok,True,3,3,solved,2,2,3,0,0,0,2,0,1,0,"[[""YYXyx"", ""YYYYYx""], [""X"", ""YYXyx""], [""X"", ""YX""], [""Y"", ""X""]]","[{""move_type"": ""auto_cov"", ""automorphism"": ""x_right_+5"", ""letter_replacements"": {""x"": ""xyyyyy"", ""X"": ""YYYYYX""}, ""right_power"": 5, ""activation_only"": true, ""cyclic_canonical_representative"": true, ""from_state"": [""YYXyx"", ""YYYYYx""], ""to_state"": [""X"", ""YYXyx""], ""source_queue"": ""initial_auto_cov_seed""}, {""move_type"": ""standard_substitution"", ""from_state"": [""X"", ""YYXyx""], ""to_state"": [""X"", ""YX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""X"", ""YX""], ""to_state"": [""Y"", ""X""], ""source_queue"": ""sub""}]",
auto_dual,Sub + Auto Dual GS,21,YYXyx,YXyxYx,ok,True,4,4,solved,2,2,4,0,0,0,3,0,1,0,"[[""YYXyx"", ""YXyxYx""], [""YYXyx"", ""YXyxx""], [""YX"", ""YXyxx""], [""Y"", ""YX""], [""Y"", ""X""]]","[{""move_type"": ""auto_cov"", ""automorphism"": ""x_right_+1"", ""letter_replacements"": {""x"": ""xy"", ""X"": ""YX""}, ""right_power"": 1, ""activation_only"": true, ""cyclic_canonical_representative"": true, ""from_state"": [""YYXyx"", ""YXyxYx""], ""to_state"": [""YYXyx"", ""YXyxx""], ""source_queue"": ""initial_auto_cov_seed""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYXyx"", ""YXyxx""], ""to_state"": [""YX"", ""YXyxx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YX"", ""YXyxx""], ""to_state"": [""Y"", ""YX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""YX""], ""to_state"": [""Y"", ""X""], ""source_queue"": ""sub""}]",
auto_dual,Sub + Auto Dual GS,22,YYXyx,YXyXYx,ok,True,7,7,solved,2,2,7,0,0,0,6,0,1,0,"[[""YYXyx"", ""YXyXYx""], [""YYXyx"", ""YXXYx""], [""YYYX"", ""YXXYx""], [""YYYX"", ""YYxyX""], [""YYX"", ""YYYX""], [""Y"", ""YYX""], [""Y"", ""YX""], [""Y"", ""X""]]","[{""move_type"": ""auto_cov"", ""automorphism"": ""x_right_+1"", ""letter_replacements"": {""x"": ""xy"", ""X"": ""YX""}, ""right_power"": 1, ""activation_only"": true, ""cyclic_canonical_representative"": true, ""from_state"": [""YYXyx"", ""YXyXYx""], ""to_state"": [""YYXyx"", ""YXXYx""], ""source_queue"": ""initial_auto_cov_seed""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYXyx"", ""YXXYx""], ""to_state"": [""YYYX"", ""YXXYx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYYX"", ""YXXYx""], ""to_state"": [""YYYX"", ""YYxyX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYYX"", ""YYxyX""], ""to_state"": [""YYX"", ""YYYX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYX"", ""YYYX""], ""to_state"": [""Y"", ""YYX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""YYX""], ""to_state"": [""Y"", ""YX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""YX""], ""to_state"": [""Y"", ""X""], ""source_queue"": ""sub""}]",
auto_dual,Sub + Auto Dual GS,23,YYXyx,YYXyxx,ok,True,4,3,solved,2,2,4,0,0,0,3,0,0,0,"[[""YYXyx"", ""YYXyxx""], [""X"", ""YYXyx""], [""X"", ""YX""], [""Y"", ""X""]]","[{""move_type"": ""standard_substitution"", ""from_state"": [""YYXyx"", ""YYXyxx""], ""to_state"": [""X"", ""YYXyx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""X"", ""YYXyx""], ""to_state"": [""X"", ""YX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""X"", ""YX""], ""to_state"": [""Y"", ""X""], ""source_queue"": ""sub""}]",
auto_dual,Sub + Auto Dual GS,24,YYXXYx,YYXyx,ok,True,5,4,solved,2,2,5,0,0,0,4,0,0,0,"[[""YYXyx"", ""YYXXYx""], [""YYX"", ""YYXyx""], [""YX"", ""YYX""], [""Y"", ""YX""], [""Y"", ""X""]]","[{""move_type"": ""standard_substitution"", ""from_state"": [""YYXyx"", ""YYXXYx""], ""to_state"": [""YYX"", ""YYXyx""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YYX"", ""YYXyx""], ""to_state"": [""YX"", ""YYX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""YX"", ""YYX""], ""to_state"": [""Y"", ""YX""], ""source_queue"": ""sub""}, {""move_type"": ""standard_substitution"", ""from_state"": [""Y"", ""YX""], ""to_state"": [""Y"", ""X""], ""source_queue"": ""sub""}]",
